BLE1,BLE2,BLE3,BLE4,PosX,PosY
-72,-80,-76,-75,5.034693,2.017733
-72,-80,-76,-75,5.034693,2.017733
-72,-81,-76,-75,5.034693,2.017733
-73,-81,-76,-75,4.973962,2.118952
-74,-80,-77,-75,4.715834,1.979141
-72,-81,-77,-75,4.852188,1.751885
-74,-80,-76,-74,4.686469,2.230473
-72,-81,-76,-75,5.034693,2.017733
-77,-81,-72,-75,4.975632,3.473929
-75,-81,-72,-76,5.502711,3.053243
-75,-81,-72,-76,5.502711,3.053243
-75,-81,-72,-76,5.502711,3.053243
-76,-81,-74,-75,4.951194,2.982312
-75,-81,-73,-74,4.951105,2.910068
-75,-81,-75,-75,4.950742,2.61543
-76,-81,-74,-74,4.739323,2.967795
-76,-81,-73,-76,5.309543,3.138084
-76,-81,-74,-76,5.215015,3.000388
-76,-81,-74,-75,4.951194,2.982312
-77,-81,-72,-76,5.239453,3.492006
-75,-81,-75,-75,4.950742,2.61543
-76,-81,-72,-75,5.121636,3.230589
-76,-81,-71,-76,5.446423,3.337472
-75,-81,-72,-76,5.502711,3.053243
-75,-81,-73,-76,5.426797,2.942661
-76,-81,-73,-76,5.309543,3.138084
-75,-81,-73,-76,5.426797,2.942661
-75,-81,-73,-76,5.426797,2.942661
-75,-81,-74,-76,5.332269,2.804965
-76,-81,-71,-76,5.446423,3.337472
-77,-81,-75,-76,4.951305,3.07227
-77,-81,-72,-76,5.239453,3.492006
-77,-81,-72,-74,4.763761,3.459412
-75,-81,-73,-74,4.951105,2.910068
-75,-81,-75,-76,5.214563,2.633507
-75,-81,-71,-74,5.087985,3.109456
-75,-81,-72,-75,5.23889,3.035166
-75,-81,-72,-75,5.23889,3.035166
-75,-81,-75,-74,4.738871,2.600913
-76,-81,-75,-76,5.097309,2.82893
-76,-81,-75,-75,4.833488,2.810853
-77,-81,-75,-75,4.687484,3.054193
-77,-81,-73,-75,4.899718,3.363348
-76,-81,-72,-75,5.121636,3.230589
-76,-81,-72,-75,5.121636,3.230589
-76,-81,-73,-75,5.045722,3.120008
-77,-81,-73,-74,4.687847,3.34883
-76,-81,-73,-75,5.045722,3.120008
-77,-82,-72,-75,4.975632,3.473929
-79,-82,-72,-76,4.831268,4.172314
-78,-82,-72,-76,5.057649,3.795012
-78,-82,-71,-76,5.118615,3.883818
-79,-82,-67,-75,4.773628,4.454576
-79,-81,-70,-74,4.465502,4.299846
-79,-81,-69,-75,4.716692,4.371639
-79,-81,-69,-74,4.504822,4.357122
-77,-81,-70,-76,5.349379,3.652131
-79,-82,-69,-76,4.980513,4.389716
-79,-81,-67,-75,4.773628,4.454576
-78,-82,-70,-76,5.167575,3.955138
-77,-81,-72,-75,4.975632,3.473929
-77,-81,-72,-75,4.975632,3.473929
-77,-82,-69,-76,5.388699,3.709407
-78,-82,-71,-76,5.118615,3.883818
-77,-81,-72,-76,5.239453,3.492006
-79,-82,-71,-76,4.892233,4.261121
-77,-82,-72,-76,5.239453,3.492006
-78,-81,-70,-76,5.167575,3.955138
-77,-82,-70,-76,5.349379,3.652131
-78,-82,-71,-76,5.118615,3.883818
-79,-82,-70,-76,4.941194,4.33244
-79,-81,-70,-76,4.941194,4.33244
-79,-81,-72,-74,4.355576,4.139721
-79,-81,-72,-74,4.355576,4.139721
-78,-81,-71,-76,5.118615,3.883818
-79,-81,-72,-74,4.355576,4.139721
-78,-82,-72,-75,4.793828,3.776935
-78,-82,-72,-75,4.793828,3.776935
-77,-82,-72,-74,4.763761,3.459412
-79,-81,-73,-76,4.755354,4.061733
-77,-81,-73,-75,4.899718,3.363348
-79,-82,-73,-75,4.491533,4.043656
-79,-81,-73,-75,4.491533,4.043656
-79,-81,-73,-75,4.491533,4.043656
-79,-82,-73,-75,4.491533,4.043656
-79,-82,-73,-75,4.491533,4.043656
-79,-82,-73,-74,4.279662,4.029139
-79,-81,-73,-75,4.491533,4.043656
-69,-82,-80,-79,5.619738,0.399893
-69,-81,-81,-78,4.671619,0.274134
-67,-82,-81,-80,5.860778,0.271691
-68,-82,-81,-79,5.206239,0.281337
-65,-82,-81,-78,4.746544,0.39901
-68,-82,-80,-78,5.135641,0.32289
-68,-81,-80,-78,5.135641,0.32289
-69,-81,-80,-78,5.110379,0.364993
-68,-81,-81,-80,5.840491,0.237879
-69,-82,-81,-78,4.671619,0.274134
-67,-81,-80,-79,5.665286,0.323979
-69,-82,-80,-78,5.110379,0.364993
-69,-81,-81,-80,5.815229,0.195776
-69,-81,-81,-79,5.180978,0.239234
-69,-82,-80,-78,5.110379,0.364993
-69,-82,-81,-80,5.815229,0.195776
-69,-81,-81,-79,5.180978,0.239234
-69,-82,-81,-78,4.671619,0.274134
-69,-82,-80,-80,6.253989,0.443351
-66,-81,-81,-78,4.73346,0.377203
-68,-82,-81,-79,5.206239,0.281337
-67,-82,-81,-80,5.860778,0.271691
-67,-82,-81,-80,5.860778,0.271691
-69,-81,-81,-79,5.180978,0.239234
-69,-81,-80,-79,5.619738,0.399893
-69,-81,-81,-79,5.180978,0.239234
-68,-81,-80,-78,5.135641,0.32289
-65,-81,-80,-78,5.185305,0.240117
-69,-82,-80,-79,5.619738,0.399893
-68,-82,-81,-78,4.696881,0.316237
-68,-82,-80,-80,6.279251,0.401249
-67,-81,-80,-78,5.155928,0.289078
-67,-81,-80,-79,5.665286,0.323979
-69,-82,-81,-80,5.815229,0.195776
-67,-81,-81,-79,5.226526,0.315149
-67,-81,-81,-78,4.717168,0.350049
-69,-82,-81,-78,4.671619,0.274134
-69,-82,-81,-79,5.180978,0.239234
-67,-82,-80,-79,5.665286,0.323979
-69,-81,-80,-78,5.110379,0.364993
-69,-82,-78,-79,6.255077,1.32537
-69,-81,-78,-78,5.745718,1.29047
-67,-82,-79,-79,6.017648,0.837253
-68,-82,-79,-78,5.488003,0.836164
-65,-82,-79,-78,5.537667,0.753391
-68,-82,-78,-78,5.77098,1.248367
-68,-81,-79,-78,5.488003,0.836164
-69,-81,-79,-78,5.462741,0.878267
-68,-81,-78,-79,6.280338,1.283268
-69,-82,-79,-78,5.462741,0.878267
-67,-81,-79,-79,6.017648,0.837253
-69,-82,-79,-78,5.462741,0.878267
-69,-81,-79,-79,5.9721,0.913167
-69,-81,-78,-78,5.745718,1.29047
-69,-82,-79,-78,5.462741,0.878267
-69,-82,-79,-79,5.9721,0.913167
-69,-81,-79,-79,5.9721,0.913167
-69,-82,-79,-79,5.9721,0.913167
-69,-82,-79,-79,5.9721,0.913167
-66,-81,-78,-79,6.316918,1.222302
-68,-82,-78,-78,5.77098,1.248367
-67,-82,-79,-78,5.50829,0.802352
-67,-82,-78,-79,6.300625,1.249456
-69,-81,-79,-78,5.462741,0.878267
-69,-81,-79,-78,5.462741,0.878267
-69,-81,-78,-79,6.255077,1.32537
-68,-81,-79,-79,5.997361,0.871065
-65,-81,-79,-78,5.537667,0.753391
-69,-82,-79,-78,5.462741,0.878267
-68,-82,-78,-79,6.280338,1.283268
-68,-82,-79,-79,5.997361,0.871065
-67,-81,-79,-78,5.50829,0.802352
-67,-81,-78,-79,6.300625,1.249456
-69,-82,-78,-78,5.745718,1.29047
-67,-81,-79,-78,5.50829,0.802352
-67,-81,-78,-79,6.300625,1.249456
-69,-82,-78,-78,5.745718,1.29047
-69,-82,-78,-79,6.255077,1.32537
-67,-82,-79,-79,6.017648,0.837253
-69,-81,-79,-78,5.462741,0.878267
-71,-82,-76,-77,5.675795,1.977032
-70,-82,-76,-77,5.714964,1.911751
-73,-82,-76,-78,5.97535,2.187566
-73,-82,-75,-77,5.712859,2.373037
-69,-82,-75,-77,5.892987,2.072824
-73,-82,-77,-77,5.383787,1.893689
-72,-81,-75,-78,6.182649,2.299847
-71,-81,-75,-77,5.822363,2.190531
-72,-81,-76,-78,6.036081,2.086347
-69,-82,-75,-78,6.302045,2.100853
-72,-81,-75,-78,6.182649,2.299847
-70,-82,-75,-78,6.270589,2.153279
-71,-81,-75,-78,6.231421,2.218559
-72,-81,-77,-78,5.853576,1.820498
-71,-82,-76,-78,6.084854,2.00506
-73,-82,-77,-78,5.792845,1.921717
-71,-81,-76,-77,5.675795,1.977032
-72,-82,-77,-78,5.853576,1.820498
-70,-82,-76,-78,6.124022,1.939779
-73,-81,-76,-78,5.97535,2.187566
-73,-82,-77,-77,5.383787,1.893689
-71,-82,-77,-78,5.902349,1.739211
-73,-82,-75,-77,5.712859,2.373037
-71,-81,-77,-78,5.902349,1.739211
-72,-81,-77,-78,5.853576,1.820498
-69,-81,-76,-77,5.746419,1.859325
-73,-81,-75,-77,5.712859,2.373037
-69,-81,-76,-78,6.155478,1.887353
-73,-82,-76,-78,5.97535,2.187566
-73,-82,-76,-78,5.97535,2.187566
-69,-82,-77,-77,5.563914,1.593476
-69,-81,-75,-77,5.892987,2.072824
-69,-81,-75,-78,6.302045,2.100853
-69,-82,-77,-77,5.563914,1.593476
-69,-81,-75,-77,5.892987,2.072824
-73,-81,-76,-78,5.97535,2.187566
-71,-82,-75,-77,5.822363,2.190531
-72,-82,-75,-78,6.182649,2.299847
-71,-82,-77,-78,5.902349,1.739211
-72,-81,-76,-78,6.036081,2.086347
-77,-83,-72,-77,5.567962,3.514515
-75,-83,-72,-77,5.83122,3.075752
-75,-82,-72,-78,6.240278,3.10378
-75,-82,-74,-77,5.660778,2.827474
-76,-83,-73,-77,5.638052,3.160593
-75,-83,-74,-77,5.660778,2.827474
-74,-82,-71,-78,6.395408,3.035645
-75,-83,-73,-77,5.755306,2.96517
-75,-83,-74,-78,6.069836,2.855502
-76,-82,-74,-78,5.952582,3.050925
-76,-83,-72,-78,6.123024,3.299203
-74,-83,-72,-78,6.334443,2.946838
-76,-83,-71,-78,6.18399,3.388009
-76,-82,-72,-78,6.123024,3.299203
-77,-83,-71,-78,6.037986,3.631349
-75,-83,-72,-78,6.240278,3.10378
-74,-83,-73,-77,5.84947,2.808229
-76,-83,-73,-78,6.04711,3.188621
-76,-83,-73,-78,6.04711,3.188621
-75,-83,-73,-78,6.164364,2.993198
-75,-83,-74,-77,5.660778,2.827474
-74,-83,-71,-78,6.395408,3.035645
-76,-83,-72,-77,5.713966,3.271175
-74,-82,-72,-78,6.334443,2.946838
-75,-82,-73,-78,6.164364,2.993198
-75,-83,-71,-77,5.892185,3.164558
-75,-82,-72,-77,5.83122,3.075752
-76,-82,-72,-78,6.123024,3.299203
-77,-82,-73,-78,5.901106,3.431961
-77,-83,-72,-78,5.97702,3.542543
-75,-82,-72,-77,5.83122,3.075752
-75,-82,-73,-77,5.755306,2.96517
-74,-82,-73,-78,6.258529,2.836257
-75,-83,-73,-77,5.755306,2.96517
-74,-82,-73,-77,5.84947,2.808229
-76,-82,-73,-78,6.04711,3.188621
-76,-82,-73,-77,5.638052,3.160593
-77,-83,-73,-78,5.901106,3.431961
-74,-83,-73,-78,6.258529,2.836257
-77,-82,-73,-78,5.901106,3.431961
-77,-83,-69,-77,5.717208,3.731916
-78,-83,-67,-77,5.59234,4.117859
-78,-83,-70,-78,5.905143,4.005675
-77,-83,-69,-77,5.717208,3.731916
-77,-83,-66,-77,5.794509,3.844518
-78,-83,-70,-77,5.496084,3.977647
-77,-83,-69,-78,6.126266,3.759944
-77,-83,-67,-77,5.774143,3.814852
-77,-83,-70,-78,6.086947,3.702668
-78,-83,-70,-78,5.905143,4.005675
-77,-83,-70,-78,6.086947,3.702668
-77,-83,-70,-78,6.086947,3.702668
-78,-83,-70,-78,5.905143,4.005675
-77,-83,-70,-78,6.086947,3.702668
-78,-83,-70,-78,5.905143,4.005675
-78,-83,-67,-78,6.001398,4.145887
-78,-83,-70,-77,5.496084,3.977647
-78,-83,-68,-78,5.976039,4.108947
-78,-83,-69,-78,5.944462,4.06295
-77,-83,-70,-78,6.086947,3.702668
-77,-83,-66,-77,5.794509,3.844518
-77,-83,-67,-78,6.183202,3.84288
-78,-83,-68,-77,5.566981,4.080919
-77,-83,-67,-78,6.183202,3.84288
-77,-83,-69,-78,6.126266,3.759944
-77,-83,-69,-77,5.717208,3.731916
-77,-83,-69,-77,5.717208,3.731916
-77,-83,-69,-78,6.126266,3.759944
-78,-83,-69,-78,5.944462,4.06295
-78,-83,-69,-78,5.944462,4.06295
-78,-83,-66,-77,5.612705,4.147524
-78,-83,-68,-77,5.566981,4.080919
-78,-83,-69,-78,5.944462,4.06295
-78,-83,-70,-77,5.496084,3.977647
-77,-83,-66,-77,5.794509,3.844518
-77,-83,-70,-78,6.086947,3.702668
-77,-83,-65,-77,5.810864,3.868342
-77,-83,-67,-78,6.183202,3.84288
-77,-83,-66,-78,6.203567,3.872546
-77,-83,-65,-78,6.219923,3.89637
-79,-84,-63,-79,6.344779,4.646077
-80,-84,-63,-78,5.553531,5.080993
-80,-84,-64,-79,6.052341,5.100528
-80,-84,-64,-78,5.542982,5.065628
-79,-84,-64,-78,5.824872,4.595812
-80,-84,-64,-78,5.542982,5.065628
-79,-84,-63,-78,5.83542,4.611177
-79,-84,-62,-78,5.843891,4.623517
-79,-84,-63,-79,6.344779,4.646077
-80,-84,-62,-78,5.562002,5.093333
-80,-84,-64,-78,5.542982,5.065628
-80,-84,-61,-79,6.078163,5.138143
-79,-84,-64,-78,5.824872,4.595812
-79,-84,-62,-78,5.843891,4.623517
-80,-84,-61,-79,6.078163,5.138143
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-64,-79,6.33423,4.630712
-79,-84,-64,-79,6.33423,4.630712
-80,-84,-61,-78,5.568805,5.103242
-80,-84,-63,-78,5.553531,5.080993
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-62,-78,5.843891,4.623517
-80,-84,-61,-78,5.568805,5.103242
-80,-84,-62,-79,6.07136,5.128233
-80,-84,-63,-79,6.062889,5.115893
-79,-84,-59,-78,5.860545,4.647776
-80,-84,-64,-78,5.542982,5.065628
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-62,-79,6.35325,4.658417
-79,-84,-64,-78,5.824872,4.595812
-79,-84,-64,-79,6.33423,4.630712
-79,-84,-62,-78,5.843891,4.623517
-79,-84,-62,-78,5.843891,4.623517
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-64,-78,5.824872,4.595812
-79,-84,-63,-79,6.344779,4.646077
-79,-84,-61,-79,6.360053,4.668327
-79,-84,-62,-78,5.843891,4.623517
-79,-84,-63,-78,5.83542,4.611177
