f3:45:89:ef:19:1e,-70,3,6
e8:ba:41:56:8d:9e,-50,3,6
fd:cc:03:3b:fb:50,-60,3,6
c3:d7:59:ef:38:2e,-58,3,6

c3:d7:59:ef:38:2e,-55,3,6
fd:cc:03:3b:fb:50,-65,3,6
e8:ba:41:56:8d:9e,-56,3,6
f3:45:89:ef:19:1e,-64,3,6

f3:45:89:ef:19:1e,-65,3,6
e8:ba:41:56:8d:9e,-51,3,6
c3:d7:59:ef:38:2e,-61,3,6
fd:cc:03:3b:fb:50,-66,3,6

e8:ba:41:56:8d:9e,-49,3,6
c3:d7:59:ef:38:2e,-59,3,6
fd:cc:03:3b:fb:50,-59,3,6
f3:45:89:ef:19:1e,-68,3,6

f3:45:89:ef:19:1e,-64,3,6
e8:ba:41:56:8d:9e,-59,3,6
c3:d7:59:ef:38:2e,-56,3,6
fd:cc:03:3b:fb:50,-64,3,6

f3:45:89:ef:19:1e,-66,3,6
e8:ba:41:56:8d:9e,-53,3,6
c3:d7:59:ef:38:2e,-61,3,6
fd:cc:03:3b:fb:50,-65,3,6

fd:cc:03:3b:fb:50,-65,3,6
f3:45:89:ef:19:1e,-61,3,6
e8:ba:41:56:8d:9e,-51,3,6
c3:d7:59:ef:38:2e,-58,3,6

c3:d7:59:ef:38:2e,-60,3,6
fd:cc:03:3b:fb:50,-62,3,6
e8:ba:41:56:8d:9e,-51,3,6
f3:45:89:ef:19:1e,-61,3,6

e8:ba:41:56:8d:9e,-55,3,6
fd:cc:03:3b:fb:50,-65,3,6
f3:45:89:ef:19:1e,-61,3,6
c3:d7:59:ef:38:2e,-56,3,6

c3:d7:59:ef:38:2e,-67,3,6
e8:ba:41:56:8d:9e,-51,3,6
f3:45:89:ef:19:1e,-58,3,6
fd:cc:03:3b:fb:50,-66,3,6

fd:cc:03:3b:fb:50,-61,3,6
f3:45:89:ef:19:1e,-58,3,6
c3:d7:59:ef:38:2e,-62,3,6
e8:ba:41:56:8d:9e,-51,3,6
